
---------- Begin Simulation Statistics ----------
sim_seconds                                  3.803996                       # Number of seconds simulated
system.cpu0.dtb_walker_cache.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu0.dtb_walker_cache.ReadReq_hits::cpu0.dtb.walker       545426                       # number of ReadReq hits
system.cpu0.dtb_walker_cache.ReadReq_hits::total       545426                       # number of ReadReq hits
system.cpu0.dtb_walker_cache.demand_hits::cpu0.dtb.walker       545426                       # number of demand (read+write) hits
system.cpu0.dtb_walker_cache.demand_hits::total       545426                       # number of demand (read+write) hits
system.cpu0.dtb_walker_cache.overall_hits::cpu0.dtb.walker       545426                       # number of overall hits
system.cpu0.dtb_walker_cache.overall_hits::total       545426                       # number of overall hits
system.cpu0.dtb_walker_cache.ReadReq_misses::cpu0.dtb.walker       283064                       # number of ReadReq misses
system.cpu0.dtb_walker_cache.ReadReq_misses::total       283064                       # number of ReadReq misses
system.cpu0.dtb_walker_cache.demand_misses::cpu0.dtb.walker       283064                       # number of demand (read+write) misses
system.cpu0.dtb_walker_cache.demand_misses::total       283064                       # number of demand (read+write) misses
system.cpu0.dtb_walker_cache.overall_misses::cpu0.dtb.walker       283064                       # number of overall misses
system.cpu0.dtb_walker_cache.overall_misses::total       283064                       # number of overall misses
system.cpu0.dtb_walker_cache.ReadReq_miss_latency::cpu0.dtb.walker   4059861500                       # number of ReadReq miss cycles
system.cpu0.dtb_walker_cache.ReadReq_miss_latency::total   4059861500                       # number of ReadReq miss cycles
system.cpu0.dtb_walker_cache.demand_miss_latency::cpu0.dtb.walker   4059861500                       # number of demand (read+write) miss cycles
system.cpu0.dtb_walker_cache.demand_miss_latency::total   4059861500                       # number of demand (read+write) miss cycles
system.cpu0.dtb_walker_cache.overall_miss_latency::cpu0.dtb.walker   4059861500                       # number of overall miss cycles
system.cpu0.dtb_walker_cache.overall_miss_latency::total   4059861500                       # number of overall miss cycles
system.cpu0.dtb_walker_cache.ReadReq_accesses::cpu0.dtb.walker       828490                       # number of ReadReq accesses(hits+misses)
system.cpu0.dtb_walker_cache.ReadReq_accesses::total       828490                       # number of ReadReq accesses(hits+misses)
system.cpu0.dtb_walker_cache.demand_accesses::cpu0.dtb.walker       828490                       # number of demand (read+write) accesses
system.cpu0.dtb_walker_cache.demand_accesses::total       828490                       # number of demand (read+write) accesses
system.cpu0.dtb_walker_cache.overall_accesses::cpu0.dtb.walker       828490                       # number of overall (read+write) accesses
system.cpu0.dtb_walker_cache.overall_accesses::total       828490                       # number of overall (read+write) accesses
system.cpu0.dtb_walker_cache.ReadReq_miss_rate::cpu0.dtb.walker     0.341663                       # miss rate for ReadReq accesses
system.cpu0.dtb_walker_cache.ReadReq_miss_rate::total     0.341663                       # miss rate for ReadReq accesses
system.cpu0.dtb_walker_cache.demand_miss_rate::cpu0.dtb.walker     0.341663                       # miss rate for demand accesses
system.cpu0.dtb_walker_cache.demand_miss_rate::total     0.341663                       # miss rate for demand accesses
system.cpu0.dtb_walker_cache.overall_miss_rate::cpu0.dtb.walker     0.341663                       # miss rate for overall accesses
system.cpu0.dtb_walker_cache.overall_miss_rate::total     0.341663                       # miss rate for overall accesses
system.cpu0.dtb_walker_cache.ReadReq_avg_miss_latency::cpu0.dtb.walker 14342.556807                       # average ReadReq miss latency
system.cpu0.dtb_walker_cache.ReadReq_avg_miss_latency::total 14342.556807                       # average ReadReq miss latency
system.cpu0.dtb_walker_cache.demand_avg_miss_latency::cpu0.dtb.walker 14342.556807                       # average overall miss latency
system.cpu0.dtb_walker_cache.demand_avg_miss_latency::total 14342.556807                       # average overall miss latency
system.cpu0.dtb_walker_cache.overall_avg_miss_latency::cpu0.dtb.walker 14342.556807                       # average overall miss latency
system.cpu0.dtb_walker_cache.overall_avg_miss_latency::total 14342.556807                       # average overall miss latency
system.cpu0.dtb_walker_cache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu0.dtb_walker_cache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu0.dtb_walker_cache.blocked::no_mshrs            0                       # number of cycles access was blocked
system.cpu0.dtb_walker_cache.blocked::no_targets            0                       # number of cycles access was blocked
system.cpu0.dtb_walker_cache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu0.dtb_walker_cache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu0.dtb_walker_cache.writebacks::writebacks       114123                       # number of writebacks
system.cpu0.dtb_walker_cache.writebacks::total       114123                       # number of writebacks
system.cpu0.dtb_walker_cache.ReadReq_mshr_misses::cpu0.dtb.walker       283064                       # number of ReadReq MSHR misses
system.cpu0.dtb_walker_cache.ReadReq_mshr_misses::total       283064                       # number of ReadReq MSHR misses
system.cpu0.dtb_walker_cache.demand_mshr_misses::cpu0.dtb.walker       283064                       # number of demand (read+write) MSHR misses
system.cpu0.dtb_walker_cache.demand_mshr_misses::total       283064                       # number of demand (read+write) MSHR misses
system.cpu0.dtb_walker_cache.overall_mshr_misses::cpu0.dtb.walker       283064                       # number of overall MSHR misses
system.cpu0.dtb_walker_cache.overall_mshr_misses::total       283064                       # number of overall MSHR misses
system.cpu0.dtb_walker_cache.ReadReq_mshr_miss_latency::cpu0.dtb.walker   3776797500                       # number of ReadReq MSHR miss cycles
system.cpu0.dtb_walker_cache.ReadReq_mshr_miss_latency::total   3776797500                       # number of ReadReq MSHR miss cycles
system.cpu0.dtb_walker_cache.demand_mshr_miss_latency::cpu0.dtb.walker   3776797500                       # number of demand (read+write) MSHR miss cycles
system.cpu0.dtb_walker_cache.demand_mshr_miss_latency::total   3776797500                       # number of demand (read+write) MSHR miss cycles
system.cpu0.dtb_walker_cache.overall_mshr_miss_latency::cpu0.dtb.walker   3776797500                       # number of overall MSHR miss cycles
system.cpu0.dtb_walker_cache.overall_mshr_miss_latency::total   3776797500                       # number of overall MSHR miss cycles
system.cpu0.dtb_walker_cache.ReadReq_mshr_miss_rate::cpu0.dtb.walker     0.341663                       # mshr miss rate for ReadReq accesses
system.cpu0.dtb_walker_cache.ReadReq_mshr_miss_rate::total     0.341663                       # mshr miss rate for ReadReq accesses
system.cpu0.dtb_walker_cache.demand_mshr_miss_rate::cpu0.dtb.walker     0.341663                       # mshr miss rate for demand accesses
system.cpu0.dtb_walker_cache.demand_mshr_miss_rate::total     0.341663                       # mshr miss rate for demand accesses
system.cpu0.dtb_walker_cache.overall_mshr_miss_rate::cpu0.dtb.walker     0.341663                       # mshr miss rate for overall accesses
system.cpu0.dtb_walker_cache.overall_mshr_miss_rate::total     0.341663                       # mshr miss rate for overall accesses
system.cpu0.dtb_walker_cache.ReadReq_avg_mshr_miss_latency::cpu0.dtb.walker 13342.556807                       # average ReadReq mshr miss latency
system.cpu0.dtb_walker_cache.ReadReq_avg_mshr_miss_latency::total 13342.556807                       # average ReadReq mshr miss latency
system.cpu0.dtb_walker_cache.demand_avg_mshr_miss_latency::cpu0.dtb.walker 13342.556807                       # average overall mshr miss latency
system.cpu0.dtb_walker_cache.demand_avg_mshr_miss_latency::total 13342.556807                       # average overall mshr miss latency
system.cpu0.dtb_walker_cache.overall_avg_mshr_miss_latency::cpu0.dtb.walker 13342.556807                       # average overall mshr miss latency
system.cpu0.dtb_walker_cache.overall_avg_mshr_miss_latency::total 13342.556807                       # average overall mshr miss latency
system.cpu0.icache.tags.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu0.icache.tags.replacements           606024                       # number of replacements
system.cpu0.icache.tags.tagsinuse                 512                       # Cycle average of tags in use
system.cpu0.icache.tags.total_refs         2872682339                       # Total number of references to valid blocks.
system.cpu0.icache.tags.sampled_refs           606536                       # Sample count of references to valid blocks.
system.cpu0.icache.tags.avg_refs          4736.210776                       # Average number of references to valid blocks.
system.cpu0.icache.tags.warmup_cycle                0                       # Cycle when the warmup percentage was hit.
system.cpu0.icache.tags.occ_blocks::cpu0.inst          512                       # Average occupied blocks per requestor
system.cpu0.icache.tags.occ_percent::cpu0.inst            1                       # Average percentage of cache occupancy
system.cpu0.icache.tags.occ_percent::total            1                       # Average percentage of cache occupancy
system.cpu0.icache.tags.occ_task_id_blocks::1024          512                       # Occupied blocks per task id
system.cpu0.icache.tags.age_task_id_blocks_1024::0           51                       # Occupied blocks per task id
system.cpu0.icache.tags.age_task_id_blocks_1024::1          188                       # Occupied blocks per task id
system.cpu0.icache.tags.age_task_id_blocks_1024::2          264                       # Occupied blocks per task id
system.cpu0.icache.tags.age_task_id_blocks_1024::3            9                       # Occupied blocks per task id
system.cpu0.icache.tags.occ_task_id_percent::1024            1                       # Percentage of cache occupancy per task id
system.cpu0.icache.tags.tag_accesses       5746863884                       # Number of tag accesses
system.cpu0.icache.tags.data_accesses      5746863884                       # Number of data accesses
system.cpu0.icache.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu0.icache.ReadReq_hits::cpu0.inst   2872522906                       # number of ReadReq hits
system.cpu0.icache.ReadReq_hits::total     2872522906                       # number of ReadReq hits
system.cpu0.icache.demand_hits::cpu0.inst   2872522906                       # number of demand (read+write) hits
system.cpu0.icache.demand_hits::total      2872522906                       # number of demand (read+write) hits
system.cpu0.icache.overall_hits::cpu0.inst   2872522906                       # number of overall hits
system.cpu0.icache.overall_hits::total     2872522906                       # number of overall hits
system.cpu0.icache.ReadReq_misses::cpu0.inst       606024                       # number of ReadReq misses
system.cpu0.icache.ReadReq_misses::total       606024                       # number of ReadReq misses
system.cpu0.icache.demand_misses::cpu0.inst       606024                       # number of demand (read+write) misses
system.cpu0.icache.demand_misses::total        606024                       # number of demand (read+write) misses
system.cpu0.icache.overall_misses::cpu0.inst       606024                       # number of overall misses
system.cpu0.icache.overall_misses::total       606024                       # number of overall misses
system.cpu0.icache.ReadReq_miss_latency::cpu0.inst  10022441000                       # number of ReadReq miss cycles
system.cpu0.icache.ReadReq_miss_latency::total  10022441000                       # number of ReadReq miss cycles
system.cpu0.icache.demand_miss_latency::cpu0.inst  10022441000                       # number of demand (read+write) miss cycles
system.cpu0.icache.demand_miss_latency::total  10022441000                       # number of demand (read+write) miss cycles
system.cpu0.icache.overall_miss_latency::cpu0.inst  10022441000                       # number of overall miss cycles
system.cpu0.icache.overall_miss_latency::total  10022441000                       # number of overall miss cycles
system.cpu0.icache.ReadReq_accesses::cpu0.inst   2873128930                       # number of ReadReq accesses(hits+misses)
system.cpu0.icache.ReadReq_accesses::total   2873128930                       # number of ReadReq accesses(hits+misses)
system.cpu0.icache.demand_accesses::cpu0.inst   2873128930                       # number of demand (read+write) accesses
system.cpu0.icache.demand_accesses::total   2873128930                       # number of demand (read+write) accesses
system.cpu0.icache.overall_accesses::cpu0.inst   2873128930                       # number of overall (read+write) accesses
system.cpu0.icache.overall_accesses::total   2873128930                       # number of overall (read+write) accesses
system.cpu0.icache.ReadReq_miss_rate::cpu0.inst     0.000211                       # miss rate for ReadReq accesses
system.cpu0.icache.ReadReq_miss_rate::total     0.000211                       # miss rate for ReadReq accesses
system.cpu0.icache.demand_miss_rate::cpu0.inst     0.000211                       # miss rate for demand accesses
system.cpu0.icache.demand_miss_rate::total     0.000211                       # miss rate for demand accesses
system.cpu0.icache.overall_miss_rate::cpu0.inst     0.000211                       # miss rate for overall accesses
system.cpu0.icache.overall_miss_rate::total     0.000211                       # miss rate for overall accesses
system.cpu0.icache.ReadReq_avg_miss_latency::cpu0.inst 16538.026547                       # average ReadReq miss latency
system.cpu0.icache.ReadReq_avg_miss_latency::total 16538.026547                       # average ReadReq miss latency
system.cpu0.icache.demand_avg_miss_latency::cpu0.inst 16538.026547                       # average overall miss latency
system.cpu0.icache.demand_avg_miss_latency::total 16538.026547                       # average overall miss latency
system.cpu0.icache.overall_avg_miss_latency::cpu0.inst 16538.026547                       # average overall miss latency
system.cpu0.icache.overall_avg_miss_latency::total 16538.026547                       # average overall miss latency
system.cpu0.icache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu0.icache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu0.icache.blocked::no_mshrs                0                       # number of cycles access was blocked
system.cpu0.icache.blocked::no_targets              0                       # number of cycles access was blocked
system.cpu0.icache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu0.icache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu0.icache.writebacks::writebacks       606024                       # number of writebacks
system.cpu0.icache.writebacks::total           606024                       # number of writebacks
system.cpu0.icache.ReadReq_mshr_misses::cpu0.inst       606024                       # number of ReadReq MSHR misses
system.cpu0.icache.ReadReq_mshr_misses::total       606024                       # number of ReadReq MSHR misses
system.cpu0.icache.demand_mshr_misses::cpu0.inst       606024                       # number of demand (read+write) MSHR misses
system.cpu0.icache.demand_mshr_misses::total       606024                       # number of demand (read+write) MSHR misses
system.cpu0.icache.overall_mshr_misses::cpu0.inst       606024                       # number of overall MSHR misses
system.cpu0.icache.overall_mshr_misses::total       606024                       # number of overall MSHR misses
system.cpu0.icache.ReadReq_mshr_miss_latency::cpu0.inst   9416417000                       # number of ReadReq MSHR miss cycles
system.cpu0.icache.ReadReq_mshr_miss_latency::total   9416417000                       # number of ReadReq MSHR miss cycles
system.cpu0.icache.demand_mshr_miss_latency::cpu0.inst   9416417000                       # number of demand (read+write) MSHR miss cycles
system.cpu0.icache.demand_mshr_miss_latency::total   9416417000                       # number of demand (read+write) MSHR miss cycles
system.cpu0.icache.overall_mshr_miss_latency::cpu0.inst   9416417000                       # number of overall MSHR miss cycles
system.cpu0.icache.overall_mshr_miss_latency::total   9416417000                       # number of overall MSHR miss cycles
system.cpu0.icache.ReadReq_mshr_miss_rate::cpu0.inst     0.000211                       # mshr miss rate for ReadReq accesses
system.cpu0.icache.ReadReq_mshr_miss_rate::total     0.000211                       # mshr miss rate for ReadReq accesses
system.cpu0.icache.demand_mshr_miss_rate::cpu0.inst     0.000211                       # mshr miss rate for demand accesses
system.cpu0.icache.demand_mshr_miss_rate::total     0.000211                       # mshr miss rate for demand accesses
system.cpu0.icache.overall_mshr_miss_rate::cpu0.inst     0.000211                       # mshr miss rate for overall accesses
system.cpu0.icache.overall_mshr_miss_rate::total     0.000211                       # mshr miss rate for overall accesses
system.cpu0.icache.ReadReq_avg_mshr_miss_latency::cpu0.inst 15538.026547                       # average ReadReq mshr miss latency
system.cpu0.icache.ReadReq_avg_mshr_miss_latency::total 15538.026547                       # average ReadReq mshr miss latency
system.cpu0.icache.demand_avg_mshr_miss_latency::cpu0.inst 15538.026547                       # average overall mshr miss latency
system.cpu0.icache.demand_avg_mshr_miss_latency::total 15538.026547                       # average overall mshr miss latency
system.cpu0.icache.overall_avg_mshr_miss_latency::cpu0.inst 15538.026547                       # average overall mshr miss latency
system.cpu0.icache.overall_avg_mshr_miss_latency::total 15538.026547                       # average overall mshr miss latency
system.cpu0.itb_walker_cache.tags.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu0.itb_walker_cache.tags.replacements        25545                       # number of replacements
system.cpu0.itb_walker_cache.tags.tagsinuse    15.770656                       # Cycle average of tags in use
system.cpu0.itb_walker_cache.tags.total_refs        38077                       # Total number of references to valid blocks.
system.cpu0.itb_walker_cache.tags.sampled_refs        25556                       # Sample count of references to valid blocks.
system.cpu0.itb_walker_cache.tags.avg_refs     1.489944                       # Average number of references to valid blocks.
system.cpu0.itb_walker_cache.tags.warmup_cycle            0                       # Cycle when the warmup percentage was hit.
system.cpu0.itb_walker_cache.tags.occ_blocks::cpu0.itb.walker    15.770656                       # Average occupied blocks per requestor
system.cpu0.itb_walker_cache.tags.occ_percent::cpu0.itb.walker     0.985666                       # Average percentage of cache occupancy
system.cpu0.itb_walker_cache.tags.occ_percent::total     0.985666                       # Average percentage of cache occupancy
system.cpu0.itb_walker_cache.tags.occ_task_id_blocks::1024           11                       # Occupied blocks per task id
system.cpu0.itb_walker_cache.tags.age_task_id_blocks_1024::0            3                       # Occupied blocks per task id
system.cpu0.itb_walker_cache.tags.age_task_id_blocks_1024::1            3                       # Occupied blocks per task id
system.cpu0.itb_walker_cache.tags.age_task_id_blocks_1024::2            3                       # Occupied blocks per task id
system.cpu0.itb_walker_cache.tags.age_task_id_blocks_1024::3            2                       # Occupied blocks per task id
system.cpu0.itb_walker_cache.tags.occ_task_id_percent::1024     0.687500                       # Percentage of cache occupancy per task id
system.cpu0.itb_walker_cache.tags.tag_accesses       170439                       # Number of tag accesses
system.cpu0.itb_walker_cache.tags.data_accesses       170439                       # Number of data accesses
system.cpu0.itb_walker_cache.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu0.itb_walker_cache.ReadReq_hits::cpu0.itb.walker        37653                       # number of ReadReq hits
system.cpu0.itb_walker_cache.ReadReq_hits::total        37653                       # number of ReadReq hits
system.cpu0.itb_walker_cache.demand_hits::cpu0.itb.walker        37653                       # number of demand (read+write) hits
system.cpu0.itb_walker_cache.demand_hits::total        37653                       # number of demand (read+write) hits
system.cpu0.itb_walker_cache.overall_hits::cpu0.itb.walker        37653                       # number of overall hits
system.cpu0.itb_walker_cache.overall_hits::total        37653                       # number of overall hits
system.cpu0.itb_walker_cache.ReadReq_misses::cpu0.itb.walker        31711                       # number of ReadReq misses
system.cpu0.itb_walker_cache.ReadReq_misses::total        31711                       # number of ReadReq misses
system.cpu0.itb_walker_cache.demand_misses::cpu0.itb.walker        31711                       # number of demand (read+write) misses
system.cpu0.itb_walker_cache.demand_misses::total        31711                       # number of demand (read+write) misses
system.cpu0.itb_walker_cache.overall_misses::cpu0.itb.walker        31711                       # number of overall misses
system.cpu0.itb_walker_cache.overall_misses::total        31711                       # number of overall misses
system.cpu0.itb_walker_cache.ReadReq_miss_latency::cpu0.itb.walker    354555000                       # number of ReadReq miss cycles
system.cpu0.itb_walker_cache.ReadReq_miss_latency::total    354555000                       # number of ReadReq miss cycles
system.cpu0.itb_walker_cache.demand_miss_latency::cpu0.itb.walker    354555000                       # number of demand (read+write) miss cycles
system.cpu0.itb_walker_cache.demand_miss_latency::total    354555000                       # number of demand (read+write) miss cycles
system.cpu0.itb_walker_cache.overall_miss_latency::cpu0.itb.walker    354555000                       # number of overall miss cycles
system.cpu0.itb_walker_cache.overall_miss_latency::total    354555000                       # number of overall miss cycles
system.cpu0.itb_walker_cache.ReadReq_accesses::cpu0.itb.walker        69364                       # number of ReadReq accesses(hits+misses)
system.cpu0.itb_walker_cache.ReadReq_accesses::total        69364                       # number of ReadReq accesses(hits+misses)
system.cpu0.itb_walker_cache.demand_accesses::cpu0.itb.walker        69364                       # number of demand (read+write) accesses
system.cpu0.itb_walker_cache.demand_accesses::total        69364                       # number of demand (read+write) accesses
system.cpu0.itb_walker_cache.overall_accesses::cpu0.itb.walker        69364                       # number of overall (read+write) accesses
system.cpu0.itb_walker_cache.overall_accesses::total        69364                       # number of overall (read+write) accesses
system.cpu0.itb_walker_cache.ReadReq_miss_rate::cpu0.itb.walker     0.457168                       # miss rate for ReadReq accesses
system.cpu0.itb_walker_cache.ReadReq_miss_rate::total     0.457168                       # miss rate for ReadReq accesses
system.cpu0.itb_walker_cache.demand_miss_rate::cpu0.itb.walker     0.457168                       # miss rate for demand accesses
system.cpu0.itb_walker_cache.demand_miss_rate::total     0.457168                       # miss rate for demand accesses
system.cpu0.itb_walker_cache.overall_miss_rate::cpu0.itb.walker     0.457168                       # miss rate for overall accesses
system.cpu0.itb_walker_cache.overall_miss_rate::total     0.457168                       # miss rate for overall accesses
system.cpu0.itb_walker_cache.ReadReq_avg_miss_latency::cpu0.itb.walker 11180.820535                       # average ReadReq miss latency
system.cpu0.itb_walker_cache.ReadReq_avg_miss_latency::total 11180.820535                       # average ReadReq miss latency
system.cpu0.itb_walker_cache.demand_avg_miss_latency::cpu0.itb.walker 11180.820535                       # average overall miss latency
system.cpu0.itb_walker_cache.demand_avg_miss_latency::total 11180.820535                       # average overall miss latency
system.cpu0.itb_walker_cache.overall_avg_miss_latency::cpu0.itb.walker 11180.820535                       # average overall miss latency
system.cpu0.itb_walker_cache.overall_avg_miss_latency::total 11180.820535                       # average overall miss latency
system.cpu0.itb_walker_cache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu0.itb_walker_cache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu0.itb_walker_cache.blocked::no_mshrs            0                       # number of cycles access was blocked
system.cpu0.itb_walker_cache.blocked::no_targets            0                       # number of cycles access was blocked
system.cpu0.itb_walker_cache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu0.itb_walker_cache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu0.itb_walker_cache.writebacks::writebacks         3518                       # number of writebacks
system.cpu0.itb_walker_cache.writebacks::total         3518                       # number of writebacks
system.cpu0.itb_walker_cache.ReadReq_mshr_misses::cpu0.itb.walker        31711                       # number of ReadReq MSHR misses
system.cpu0.itb_walker_cache.ReadReq_mshr_misses::total        31711                       # number of ReadReq MSHR misses
system.cpu0.itb_walker_cache.demand_mshr_misses::cpu0.itb.walker        31711                       # number of demand (read+write) MSHR misses
system.cpu0.itb_walker_cache.demand_mshr_misses::total        31711                       # number of demand (read+write) MSHR misses
system.cpu0.itb_walker_cache.overall_mshr_misses::cpu0.itb.walker        31711                       # number of overall MSHR misses
system.cpu0.itb_walker_cache.overall_mshr_misses::total        31711                       # number of overall MSHR misses
system.cpu0.itb_walker_cache.ReadReq_mshr_miss_latency::cpu0.itb.walker    322844000                       # number of ReadReq MSHR miss cycles
system.cpu0.itb_walker_cache.ReadReq_mshr_miss_latency::total    322844000                       # number of ReadReq MSHR miss cycles
system.cpu0.itb_walker_cache.demand_mshr_miss_latency::cpu0.itb.walker    322844000                       # number of demand (read+write) MSHR miss cycles
system.cpu0.itb_walker_cache.demand_mshr_miss_latency::total    322844000                       # number of demand (read+write) MSHR miss cycles
system.cpu0.itb_walker_cache.overall_mshr_miss_latency::cpu0.itb.walker    322844000                       # number of overall MSHR miss cycles
system.cpu0.itb_walker_cache.overall_mshr_miss_latency::total    322844000                       # number of overall MSHR miss cycles
system.cpu0.itb_walker_cache.ReadReq_mshr_miss_rate::cpu0.itb.walker     0.457168                       # mshr miss rate for ReadReq accesses
system.cpu0.itb_walker_cache.ReadReq_mshr_miss_rate::total     0.457168                       # mshr miss rate for ReadReq accesses
system.cpu0.itb_walker_cache.demand_mshr_miss_rate::cpu0.itb.walker     0.457168                       # mshr miss rate for demand accesses
system.cpu0.itb_walker_cache.demand_mshr_miss_rate::total     0.457168                       # mshr miss rate for demand accesses
system.cpu0.itb_walker_cache.overall_mshr_miss_rate::cpu0.itb.walker     0.457168                       # mshr miss rate for overall accesses
system.cpu0.itb_walker_cache.overall_mshr_miss_rate::total     0.457168                       # mshr miss rate for overall accesses
system.cpu0.itb_walker_cache.ReadReq_avg_mshr_miss_latency::cpu0.itb.walker 10180.820535                       # average ReadReq mshr miss latency
system.cpu0.itb_walker_cache.ReadReq_avg_mshr_miss_latency::total 10180.820535                       # average ReadReq mshr miss latency
system.cpu0.itb_walker_cache.demand_avg_mshr_miss_latency::cpu0.itb.walker 10180.820535                       # average overall mshr miss latency
system.cpu0.itb_walker_cache.demand_avg_mshr_miss_latency::total 10180.820535                       # average overall mshr miss latency
system.cpu0.itb_walker_cache.overall_avg_mshr_miss_latency::cpu0.itb.walker 10180.820535                       # average overall mshr miss latency
system.cpu0.itb_walker_cache.overall_avg_mshr_miss_latency::total 10180.820535                       # average overall mshr miss latency
system.cpu1.dtb.walker.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu1.dtb.rdAccesses                          0                       # TLB accesses on read requests
system.cpu1.dtb.wrAccesses                          0                       # TLB accesses on write requests
system.cpu1.dtb.rdMisses                            0                       # TLB misses on read requests
system.cpu1.dtb.wrMisses                            0                       # TLB misses on write requests
system.cpu1.apic_clk_domain.clock                8000                       # Clock period in ticks
system.cpu1.interrupts.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu1.itb.walker.pwrStateResidencyTicks::UNDEFINED 9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu1.itb.rdAccesses                          0                       # TLB accesses on read requests
system.cpu1.itb.wrAccesses                          0                       # TLB accesses on write requests
system.cpu1.itb.rdMisses                            0                       # TLB misses on read requests
system.cpu1.itb.wrMisses                            0                       # TLB misses on write requests
system.cpu1.pwrStateResidencyTicks::ON   9043584233500                       # Cumulative time (in ticks) in various power states
system.cpu1.numCycles                               0                       # number of cpu cycles simulated
system.cpu1.numWorkItemsStarted                     0                       # number of work items this cpu started
system.cpu1.numWorkItemsCompleted                   0                       # number of work items this cpu completed
system.cpu1.kern.inst.arm                           0                       # number of arm instructions executed
system.cpu1.kern.inst.quiesce                       0                       # number of quiesce instructions executed
system.cpu1.committedInsts                          0                       # Number of instructions committed
system.cpu1.committedOps                            0                       # Number of ops (including micro ops) committed
system.cpu1.num_int_alu_accesses                    0                       # Number of integer alu accesses
system.cpu1.num_fp_alu_accesses                     0                       # Number of float alu accesses
system.cpu1.num_vec_alu_accesses                    0                       # Number of vector alu accesses
system.cpu1.num_func_calls                          0                       # number of times a function call or return occured
system.cpu1.num_conditional_control_insts            0                       # number of instructions that are conditional controls
system.cpu1.num_int_insts                           0                       # number of integer instructions
system.cpu1.num_fp_insts                            0                       # number of float instructions
system.cpu1.num_vec_insts                           0                       # number of vector instructions
system.cpu1.num_int_register_reads                  0                       # number of times the integer registers were read
system.cpu1.num_int_register_writes                 0                       # number of times the integer registers were written
system.cpu1.num_fp_register_reads                   0                       # number of times the floating registers were read
system.cpu1.num_fp_register_writes                  0                       # number of times the floating registers were written
system.cpu1.num_vec_register_reads                  0                       # number of times the vector registers were read
system.cpu1.num_vec_register_writes                 0                       # number of times the vector registers were written
system.cpu1.num_mem_refs                            0                       # number of memory refs
system.cpu1.num_load_insts                          0                       # Number of load instructions
system.cpu1.num_store_insts                         0                       # Number of store instructions
system.cpu1.num_idle_cycles                         0                       # Number of idle cycles
system.cpu1.num_busy_cycles                         0                       # Number of busy cycles
system.cpu1.not_idle_fraction                       0                       # Percentage of non-idle cycles
system.cpu1.idle_fraction                           1                       # Percentage of idle cycles
system.cpu1.op_class::No_OpClass                    0                       # Class of executed instruction
system.cpu1.op_class::IntAlu                        0                       # Class of executed instruction
system.cpu1.op_class::IntMult                       0                       # Class of executed instruction
system.cpu1.op_class::IntDiv                        0                       # Class of executed instruction
system.cpu1.op_class::FloatAdd                      0                       # Class of executed instruction
system.cpu1.op_class::FloatCmp                      0                       # Class of executed instruction
system.cpu1.op_class::FloatCvt                      0                       # Class of executed instruction
system.cpu1.op_class::FloatMult                     0                       # Class of executed instruction
system.cpu1.op_class::FloatMultAcc                  0                       # Class of executed instruction
system.cpu1.op_class::FloatDiv                      0                       # Class of executed instruction
system.cpu1.op_class::FloatMisc                     0                       # Class of executed instruction
system.cpu1.op_class::FloatSqrt                     0                       # Class of executed instruction
system.cpu1.op_class::SimdAdd                       0                       # Class of executed instruction
system.cpu1.op_class::SimdAddAcc                    0                       # Class of executed instruction
system.cpu1.op_class::SimdAlu                       0                       # Class of executed instruction
system.cpu1.op_class::SimdCmp                       0                       # Class of executed instruction
system.cpu1.op_class::SimdCvt                       0                       # Class of executed instruction
system.cpu1.op_class::SimdMisc                      0                       # Class of executed instruction
system.cpu1.op_class::SimdMult                      0                       # Class of executed instruction
system.cpu1.op_class::SimdMultAcc                   0                       # Class of executed instruction
system.cpu1.op_class::SimdShift                     0                       # Class of executed instruction
